paper1,gender1,year1,paper2,gender2,year2,qval,k
10.1103/PhysRevA.46.3463,male,1992,10.1103/PhysRevE.70.026406,male,2004,0.28571428571428603,True
10.1103/PhysRevB.43.14238,male,1991,10.1103/PhysRevE.70.026406,male,2004,1.0,False
10.1103/PhysRevB.45.5834,male,1992,10.1103/PhysRevE.70.026406,male,2004,0.2857142857142867,False
10.1103/PhysRevB.48.8882,male,1993,10.1103/PhysRevE.70.026406,male,2004,0.0659340659340677,False
10.1103/PhysRevB.57.8834,male,1998,10.1103/PhysRevE.70.026406,male,2004,1.0,False
10.1103/PhysRevB.78.045304,male,2008,10.1103/PhysRevE.70.026406,male,2004,1.0,True
10.1103/PhysRevB.78.115324,male,2008,10.1103/PhysRevE.70.026406,male,2004,1.0,True
10.1103/PhysRevE.56.4665,male,1997,10.1103/PhysRevE.70.026406,male,2004,1.0,False
10.1103/PhysRevE.56.7166,male,1997,10.1103/PhysRevE.70.026406,male,2004,0.28571428571428603,False
10.1103/PhysRevE.56.7310,male,1997,10.1103/PhysRevE.70.026406,male,2004,0.28571428571428603,True
10.1103/PhysRevE.60.R2484,male,1999,10.1103/PhysRevE.70.026406,male,2004,1.0,False
10.1103/PhysRevE.62.5648,male,2000,10.1103/PhysRevE.70.026406,male,2004,1.0,False
10.1103/PhysRevE.64.046125,male,2001,10.1103/PhysRevE.70.026406,male,2004,0.010989010989011172,True
10.1103/PhysRevE.64.056410,male,2001,10.1103/PhysRevE.70.026406,male,2004,0.2857142857142867,False
10.1103/PhysRevE.69.065401,male,2004,10.1103/PhysRevE.70.026406,male,2004,0.029411764705884247,False
10.1103/PhysRevA.32.1669,male,1985,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,False
10.1103/PhysRevA.33.604,male,1986,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,False
10.1103/PhysRevA.36.3399,male,1987,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,False
10.1103/PhysRevA.41.5516,male,1990,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,True
10.1103/PhysRevA.41.6940,male,1990,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,True
10.1103/PhysRevA.43.7073,male,1991,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevA.43.973,male,1991,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevA.45.1084,male,1992,10.1103/PhysRevE.71.036401,male,2005,0.0659340659340677,False
10.1103/PhysRevA.45.5946,male,1992,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevA.46.3454,male,1992,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,True
10.1103/PhysRevA.46.3463,male,1992,10.1103/PhysRevE.71.036401,male,2005,0.28571428571428603,True
10.1103/PhysRevB.43.14238,male,1991,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevB.45.5834,male,1992,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,False
10.1103/PhysRevB.48.8882,male,1993,10.1103/PhysRevE.71.036401,male,2005,0.0659340659340677,False
10.1103/PhysRevB.57.8834,male,1998,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevB.78.045304,male,2008,10.1103/PhysRevE.71.036401,male,2005,0.018867924528301883,False
10.1103/PhysRevB.78.115324,male,2008,10.1103/PhysRevE.71.036401,male,2005,0.011834319526626946,True
10.1103/PhysRevE.56.4665,male,1997,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevE.56.7166,male,1997,10.1103/PhysRevE.71.036401,male,2005,0.28571428571428603,False
10.1103/PhysRevE.56.7310,male,1997,10.1103/PhysRevE.71.036401,male,2005,0.28571428571428603,True
10.1103/PhysRevE.60.R2484,male,1999,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevE.62.5648,male,2000,10.1103/PhysRevE.71.036401,male,2005,1.0,False
10.1103/PhysRevE.64.046125,male,2001,10.1103/PhysRevE.71.036401,male,2005,0.0059171597633128625,False
10.1103/PhysRevE.64.056410,male,2001,10.1103/PhysRevE.71.036401,male,2005,0.2857142857142867,False
10.1103/PhysRevE.66.031107,male,2002,10.1103/PhysRevE.71.036401,male,2005,0.009090909090908816,False
10.1103/PhysRevE.69.065401,male,2004,10.1103/PhysRevE.71.036401,male,2005,0.029411764705884247,False
10.1103/PhysRevE.70.026406,male,2004,10.1103/PhysRevE.71.036401,male,2005,0.0009990009990027415,True
10.1103/PhysRevE.70.056406,male,2004,10.1103/PhysRevE.71.036401,male,2005,0.28571428571428603,False
10.1103/PhysRevA.32.1775,male,1985,10.1103/PhysRevA.32.1785,male,1985,0.029411764705884247,True
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevA.32.1785,male,1985,0.038461538461538325,True
10.1103/PhysRevA.32.1775,male,1985,10.1103/PhysRevA.32.1790,male,1985,0.029411764705884247,True
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevA.32.1790,male,1985,0.038461538461538325,True
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevA.32.1790,male,1985,0.029411764705884247,True
10.1103/PhysRevA.32.1775,male,1985,10.1103/PhysRevA.32.3756,male,1985,0.029411764705884247,True
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevA.32.3756,male,1985,0.038461538461538325,True
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevA.32.3756,male,1985,0.029411764705884247,True
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevA.32.3756,male,1985,0.011111111111111294,True
10.1103/PhysRevA.32.1775,male,1985,10.1103/PhysRevA.34.4163,male,1986,0.029411764705884247,True
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevA.34.4163,male,1986,0.038461538461538325,True
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevA.34.4163,male,1986,0.029411764705884247,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevA.34.4163,male,1986,0.029411764705884247,True
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevA.34.4163,male,1986,0.029411764705884247,False
10.1103/PhysRevA.32.1775,male,1985,10.1103/PhysRevE.52.5368,male,1995,0.05882352941176483,False
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevE.52.5368,male,1995,0.05882352941176483,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevE.52.5368,male,1995,0.05882352941176483,True
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevE.52.5368,male,1995,0.05882352941176483,False
10.1103/PhysRevA.34.4163,male,1986,10.1103/PhysRevE.52.5368,male,1995,0.05882352941176483,False
10.1103/PhysRevA.39.907,male,1989,10.1103/PhysRevE.52.5368,male,1995,0.07142857142857084,False
10.1103/PhysRevA.46.2084,male,1992,10.1103/PhysRevE.52.5368,male,1995,0.009090909090908816,True
10.1103/PhysRevE.50.4948,male,1994,10.1103/PhysRevE.52.5368,male,1995,0.011111111111111294,False
10.1103/PhysRevA.32.1775,male,1985,10.1103/PhysRevLett.62.2397,male,1989,0.029411764705884247,False
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevLett.62.2397,male,1989,0.029411764705884247,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevLett.62.2397,male,1989,0.029411764705884247,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevLett.62.2397,male,1989,0.029411764705884247,False
10.1103/PhysRevA.34.4163,male,1986,10.1103/PhysRevLett.62.2397,male,1989,0.029411764705884247,False
10.1103/PhysRevE.52.5368,male,1995,10.1103/PhysRevLett.62.2397,male,1989,0.05882352941176483,True
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevA.34.4163,male,1986,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevA.41.6940,male,1990,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevA.43.7073,male,1991,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevA.43.973,male,1991,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevA.45.1084,male,1992,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevA.45.5946,male,1992,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevA.46.3454,male,1992,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevA.46.3463,male,1992,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevB.43.14238,male,1991,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevB.45.5834,male,1992,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevB.48.8882,male,1993,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevB.57.8834,male,1998,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevB.63.233104,male,2001,10.1103/PhysRevE.60.R2484,male,1999,0.15076923076923132,False
10.1103/PhysRevB.78.045304,male,2008,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevB.78.115324,male,2008,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevE.56.4665,male,1997,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevE.56.7166,male,1997,10.1103/PhysRevE.60.R2484,male,1999,1.0,False
10.1103/PhysRevE.57.2222,male,1998,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevE.58.2446,male,1998,10.1103/PhysRevE.60.R2484,male,1999,0.07692307692307732,False
10.1103/PhysRevE.59.1015,male,1999,10.1103/PhysRevE.60.R2484,male,1999,0.011111111111111294,False
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,False
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,False
10.1103/PhysRevA.34.4163,male,1986,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,False
10.1103/PhysRevA.41.6940,male,1990,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.43.7073,male,1991,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.43.973,male,1991,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.45.1084,male,1992,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.45.5946,male,1992,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.46.3454,male,1992,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.46.3463,male,1992,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevA.57.1395,male,1998,10.1103/PhysRevE.62.5648,male,2000,0.14285714285714335,False
10.1103/PhysRevA.58.4637,male,1998,10.1103/PhysRevE.62.5648,male,2000,0.14285714285714335,False
10.1103/PhysRevB.43.14238,male,1991,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevB.45.5834,male,1992,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevB.48.8882,male,1993,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevB.57.8834,male,1998,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevB.63.233104,male,2001,10.1103/PhysRevE.62.5648,male,2000,0.15076923076923132,True
10.1103/PhysRevB.78.045304,male,2008,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevB.78.115324,male,2008,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevE.56.4665,male,1997,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevE.56.7166,male,1997,10.1103/PhysRevE.62.5648,male,2000,1.0,False
10.1103/PhysRevE.57.2222,male,1998,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,False
10.1103/PhysRevE.58.2446,male,1998,10.1103/PhysRevE.62.5648,male,2000,0.07692307692307732,True
10.1103/PhysRevE.58.4929,male,1998,10.1103/PhysRevE.62.5648,male,2000,0.14285714285714335,False
10.1103/PhysRevE.59.1015,male,1999,10.1103/PhysRevE.62.5648,male,2000,0.011111111111111294,False
10.1103/PhysRevE.59.3544,male,1999,10.1103/PhysRevE.62.5648,male,2000,0.14285714285714335,False
10.1103/PhysRevE.60.R2484,male,1999,10.1103/PhysRevE.62.5648,male,2000,0.0030769230769236433,True
10.1103/PhysRevE.61.2272,male,2000,10.1103/PhysRevE.62.5648,male,2000,0.011111111111111294,False
10.1103/PhysRevE.62.1202,male,2000,10.1103/PhysRevE.62.5648,male,2000,0.14285714285714335,False
10.1103/PhysRevA.32.1779,male,1985,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevA.32.1785,male,1985,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevA.34.4163,male,1986,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevA.36.2333,male,1987,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevA.43.2673,male,1991,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevE.47.2958,female,1993,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevE.48.3901,male,1993,10.1103/PhysRevE.65.056406,male,2002,0.07692307692307732,False
10.1103/PhysRevE.60.R2484,male,1999,10.1103/PhysRevE.65.056406,male,2002,0.15076923076923132,False
10.1103/PhysRevE.62.5648,male,2000,10.1103/PhysRevE.65.056406,male,2002,0.15076923076923132,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevA.46.6596,male,1992,0.011111111111111294,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevA.46.6596,male,1992,0.011111111111111294,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevA.42.1806,male,1990,10.1103/PhysRevE.65.036406,male,2002,0.038461538461538325,False
10.1103/PhysRevA.43.1998,male,1991,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevA.43.6038,male,1991,10.1103/PhysRevE.65.036406,male,2002,0.038461538461538325,False
10.1103/PhysRevA.45.2989,male,1992,10.1103/PhysRevE.65.036406,male,2002,0.038461538461538325,False
10.1103/PhysRevA.46.6596,male,1992,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevA.47.3050,male,1993,10.1103/PhysRevE.65.036406,male,2002,0.038461538461538325,False
10.1103/PhysRevA.55.2873,male,1997,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevA.63.052903,male,2001,10.1103/PhysRevE.65.036406,male,2002,0.018181818181819187,False
10.1103/PhysRevB.40.11983,male,1989,10.1103/PhysRevE.65.036406,male,2002,0.038461538461538325,False
10.1103/PhysRevE.47.3574,male,1993,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevE.47.635,male,1993,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,True
10.1103/PhysRevE.48.2980,male,1993,10.1103/PhysRevE.65.036406,male,2002,0.011834319526628612,False
10.1103/PhysRevE.53.2751,male,1996,10.1103/PhysRevE.65.036406,male,2002,0.011834319526628612,False
10.1103/PhysRevE.56.970,male,1997,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevE.60.904,male,1999,10.1103/PhysRevE.65.036406,male,2002,0.038461538461538325,True
10.1103/PhysRevE.61.2290,male,2000,10.1103/PhysRevE.65.036406,male,2002,0.0029850746273529793,False
10.1103/PhysRevE.61.4322,male,2000,10.1103/PhysRevE.65.036406,male,2002,0.04444444444444817,False
10.1103/PhysRevA.32.1790,male,1985,10.1103/PhysRevE.66.027401,male,2002,0.011111111111111294,False
10.1103/PhysRevA.32.3756,male,1985,10.1103/PhysRevE.66.027401,male,2002,0.011111111111111294,False
10.1103/PhysRevA.43.2015,male,1991,10.1103/PhysRevE.66.027401,male,2002,0.24999999999999978,False
